18 11 19 12 3
21 7 22 8 9
4 1 5 2 3
25 3 27 4 4
8 2 11 4 9
28 11 29 12 3
30 11 32 13 10
10 3 12 4 5
22 7 23 7 5
27 5 29 8 2
20 2 23 5 2
10 2 11 4 3
6 7 9 9 8
10 11 12 12 8
26 4 28 6 1
12 4 15 7 10
15 9 17 10 8
15 1 16 2 10
14 7 17 8 1
30 8 32 10 8
2 6 5 8 2
6 4 6 4 5
9 7 10 10 3
6 3 9 3 9
10 7 11 10 10
3 9 4 9 5
15 1 15 4 5
1 9 4 11 1
12 12 13 13 9
10 4 10 7 5
25 6 27 7 3
19 8 21 10 3
13 6 15 7 10
16 6 18 9 9
10 2 12 2 10
12 7 13 8 10
17 10 20 10 8
4 3 5 3 10
1 10 1 12 9
10 1 13 3 9
7 1 7 4 9
6 5 6 5 4
31 13 32 13 9
1 6 2 9 9
22 2 22 2 3
7 5 10 8 8
5 10 7 12 8
15 9 17 11 5
2 9 3 12 5
12 13 15 13 6
14 3 16 4 4
11 7 14 9 1
21 9 21 10 9
25 4 28 7 9
8 7 8 8 4
5 10 8 13 6
16 2 17 2 3
9 5 12 6 2
17 5 20 5 2
22 4 22 5 5
3 3 4 5 2
13 4 16 5 5
23 2 25 3 8
24 5 26 6 10
4 13 7 13 2
21 1 23 2 9
22 6 24 7 1
23 6 24 7 9
1 5 1 6 2
12 2 15 3 7
23 2 26 5 9
9 3 11 6 5
6 5 8 7 2
5 11 7 13 4
28 3 31 4 9
23 5 24 6 7
5 1 8 1 10
17 10 20 12 4
5 11 5 12 3
22 3 23 3 4
3 5 6 7 9
21 10 23 13 8
13 9 15 9 4
11 2 11 5 6
20 2 20 2 2
1 4 2 5 8
13 3 14 5 2
8 8 9 9 10
31 8 32 11 6
3 4 5 6 4
16 11 19 11 1
27 2 27 3 10
10 6 10 6 9
19 10 22 12 8
17 7 20 9 1
19 1 20 4 3
5 3 8 6 3
1 1 3 4 1
10 10 12 10 8
15 12 17 13 10
23 10 23 11 4
1 6 4 9 7
2 9 4 10 4
4 3 7 6 5
3 1 4 4 1
2 11 4 12 10
28 10 31 12 1
30 6 31 7 8
8 6 9 9 6
11 9 14 9 10
21 13 21 13 5
29 7 29 10 8
24 7 26 7 6
31 1 32 1 6
21 11 24 13 7
3 3 5 5 9
11 10 11 13 9
15 11 18 11 4
25 2 28 2 7
12 10 15 10 3
2 10 2 11 8
8 2 8 2 10
1 8 1 10 2
22 8 22 9 2
22 13 22 13 6
29 2 32 3 1
21 11 23 13 9
11 5 13 7 6
27 6 28 8 4
26 5 26 5 4
22 6 24 8 1
18 6 18 6 9
17 10 19 10 8
11 7 12 9 2
2 6 5 9 2
13 2 16 4 7
20 12 23 13 6
7 7 10 9 6
9 10 9 11 4
24 10 27 13 6
2 6 4 7 7
22 9 25 9 1
29 2 29 2 7
3 3 3 5 2
29 10 30 12 4
5 1 5 4 5
12 1 15 1 3
17 3 20 6 8
24 2 25 4 3
27 4 27 4 1
12 1 15 3 10
11 3 11 4 3
7 3 9 5 5
26 6 29 8 10
29 7 31 7 10
20 4 23 7 3
12 7 12 10 1
13 3 15 3 8
6 1 7 2 6
10 2 11 2 5
5 3 7 3 7
3 13 4 13 2
4 3 5 4 3
22 11 24 12 7
17 12 19 13 10
16 3 19 3 9
2 13 4 13 4
22 4 24 7 2
25 7 26 10 3
3 8 3 9 8
11 3 11 5 2
18 2 19 4 3
27 11 28 12 6
15 11 17 13 6
27 3 28 3 8
4 3 6 3 2
3 5 6 5 8
24 9 26 11 1
25 6 28 7 4
12 10 15 12 6
4 8 7 10 5
20 10 23 10 7
3 11 3 11 10
29 3 32 6 4
1 4 2 7 7
12 3 12 5 10
23 7 23 8 4
4 1 6 3 4
8 4 10 4 5
17 9 19 10 5
26 13 28 13 7
25 2 28 4 9
6 10 6 11 7
17 1 20 4 3
12 7 15 9 10
28 5 29 8 6
13 12 16 13 6
17 7 19 8 3
28 9 30 12 2
16 4 19 5 8
3 3 4 6 4
21 7 23 7 5
18 2 19 5 5
4 1 4 4 2
3 13 3 13 8
19 9 19 9 10
14 12 14 13 8
18 5 20 6 1
15 3 15 4 4
8 8 8 11 5
1 11 3 13 7
18 4 21 6 4
3 12 5 13 7
13 10 15 11 9
18 7 20 7 8
10 5 13 7 5
16 10 18 11 8
22 11 25 11 4
26 2 27 3 1
5 7 6 7 10
15 8 16 10 8
13 2 16 4 3
12 10 14 13 4
30 11 30 13 2
11 4 12 5 4
8 1 10 3 7
3 12 5 13 6
28 1 28 2 7
5 8 8 8 5
3 5 3 7 1
19 13 20 13 8
14 3 15 3 7
7 7 9 8 9
3 10 3 10 5
22 2 24 2 2
10 10 12 13 2
16 11 19 11 2
25 10 25 10 6
30 1 30 3 1
30 8 32 10 10
19 12 20 13 9
31 2 31 5 2
16 3 16 6 8
10 3 13 3 5
26 2 29 5 7
7 5 7 6 8
7 11 7 13 1
30 8 30 9 2
2 1 4 3 10
1 11 3 13 10
22 8 24 10 8
18 1 21 2 5
17 3 19 4 5
16 7 19 10 10
3 11 5 12 2
12 1 13 4 9
14 4 17 4 10
14 3 15 4 5
32 8 32 11 8
18 6 20 6 9
7 7 8 7 4
24 7 25 8 7
16 7 18 10 8
13 6 14 8 10
18 3 20 5 3
24 4 26 5 3
20 11 20 13 5
1 1 3 1 9
22 8 24 11 1
11 7 13 9 3
14 4 17 7 7
1 2 2 2 1
22 8 24 9 10
13 10 14 10 4
10 4 10 7 2
12 6 13 6 5
7 2 9 4 4
1 2 2 2 3
17 5 20 6 9
18 2 18 2 10
13 3 13 5 4
23 7 24 7 2
1 7 2 10 2
21 13 23 13 4
8 2 11 5 2
16 6 18 9 1
7 10 8 13 4
8 6 10 9 1
10 2 10 5 8
19 12 21 13 8
15 11 15 13 4
1 4 1 6 2
20 9 22 12 3
6 7 8 8 2
8 6 11 8 8
27 2 29 4 8
7 5 7 7 2
21 3 22 6 9
8 12 8 12 8
29 1 29 2 4
14 5 16 7 9
9 11 11 13 8
18 4 19 6 4
23 6 23 9 5
13 8 16 8 7
24 1 27 3 4
24 1 26 1 6
15 4 18 7 2
16 6 18 9 7
11 12 14 12 1
1 8 2 11 1
27 11 28 12 9
1 10 1 10 8
23 1 26 3 6
17 10 18 12 2
13 2 15 4 5
2 7 3 10 8
11 9 11 11 8
12 11 12 11 5
23 9 23 10 9
24 3 24 5 1
29 1 30 3 6
6 7 9 10 5
1 11 4 13 9
17 6 18 9 2
18 2 18 4 9
13 9 14 12 7
12 12 15 13 3
10 8 11 11 8
19 6 19 8 8
19 9 22 11 1
2 6 3 9 1
5 12 6 13 2
26 3 28 3 4
23 6 24 6 3
5 1 5 4 1
15 8 16 8 6
28 4 29 5 9
30 3 30 5 8
23 2 25 2 1
14 5 16 8 7
5 1 8 2 9
10 4 11 4 5
27 8 28 8 9
11 11 12 13 9
31 5 32 5 2
11 9 14 12 4
20 6 23 9 1
14 10 16 13 5
28 4 28 7 10
7 13 9 13 9
24 8 26 10 5
20 6 21 7 8
16 8 17 8 8
12 8 14 10 10
26 3 26 4 2
25 5 26 8 5
19 7 19 10 8
24 8 25 9 8
13 8 15 10 10
17 10 17 10 4
12 5 14 8 7
15 11 17 13 7
19 6 19 7 2
27 9 29 11 1
8 3 11 5 10
25 13 26 13 10
4 4 4 4 7
17 5 17 5 5
14 9 14 12 10
14 7 15 10 3
2 6 4 7 5
15 9 16 12 2
11 5 13 8 5
16 3 16 4 7
2 13 4 13 9
16 1 18 2 2
29 5 31 5 8
14 9 15 11 8
12 11 14 12 4
5 4 8 5 10
28 8 30 9 8
19 3 22 4 2
23 4 25 4 7
31 8 31 9 1
26 9 29 11 7
5 7 5 8 2
9 5 10 7 9
25 7 26 7 5
11 11 13 11 6
18 8 20 9 8
12 7 15 10 9
5 4 6 6 10
4 11 5 12 9
5 10 8 10 9
24 6 27 8 4
8 6 8 9 6
17 10 17 11 4
25 7 27 10 7
15 9 17 12 1
15 5 18 6 5
27 3 28 4 2
19 5 21 7 6
28 8 30 9 1
6 11 8 12 8
13 5 15 5 9
22 6 22 7 6
17 9 19 10 8
29 10 29 10 2
17 3 20 5 5
4 1 4 3 2
12 6 13 9 2
12 7 14 7 3
21 4 22 7 1
17 5 19 5 6
2 3 2 6 8
1 7 4 9 9
25 9 28 9 9
4 13 5 13 5
31 3 31 3 2
29 3 32 4 9
8 8 10 9 9
25 11 28 11 9
23 11 24 11 9
10 10 12 11 2
28 3 31 5 2
29 9 32 11 8
23 8 23 9 1
1 3 4 3 4
11 9 11 12 2
16 1 19 1 2
23 6 24 9 3
6 12 9 12 7
11 7 14 7 9
29 4 29 5 3
16 3 16 3 5
14 8 17 8 8
19 6 19 6 3
13 1 13 1 4
3 2 4 3 2
7 10 8 11 4
19 7 22 7 5
4 9 5 12 6
29 2 32 5 5
9 7 12 9 3
17 13 17 13 7
19 8 21 11 6
29 8 30 9 6
14 13 16 13 6
28 7 31 10 7
19 1 19 2 1
20 9 23 11 9
6 2 7 5 3
14 10 16 10 1
29 10 29 11 6
12 10 12 12 4
3 2 4 4 6
7 10 7 13 7
4 11 4 13 3
26 5 29 8 5
17 1 19 2 5
28 1 29 4 10
15 4 16 6 1
28 12 28 12 2
25 6 27 9 5
5 5 7 8 5
24 7 25 7 5
19 5 20 5 3
8 3 9 3 7
4 6 5 7 8
29 8 29 11 3
22 11 25 12 2
28 4 31 6 1
23 4 25 6 2
21 8 23 9 1
30 11 31 13 3
15 4 15 4 8
7 9 9 12 8
21 5 24 5 8
23 3 26 3 10
13 7 16 9 6
25 1 28 4 8
1 10 1 11 2
15 12 16 12 1
27 9 28 11 10
26 12 26 12 3
6 8 8 9 3
11 2 14 5 8
27 8 27 9 9
28 10 31 13 4
21 13 24 13 8
27 11 30 11 2
32 10 32 11 9
17 6 20 9 7
27 9 29 9 4
16 2 16 3 5
18 11 19 12 8
3 10 4 13 9
9 6 9 8 3
13 1 15 1 3
14 5 15 7 4
13 3 13 4 9
28 6 30 9 3
4 2 6 5 8
32 9 32 9 6
3 7 6 9 3
24 1 24 1 7
16 7 16 7 6
16 9 16 12 9
20 10 23 13 5
3 6 6 6 5
12 5 15 7 7
28 13 29 13 3
19 5 19 7 5
10 6 12 9 4
8 2 9 4 2
26 8 29 10 6
23 12 24 13 3
25 2 25 3 1
16 5 18 7 7
11 12 14 13 8
10 13 13 13 10
9 8 10 11 8
23 4 26 6 5
7 7 8 10 10
11 11 11 13 5
16 13 18 13 9
4 5 4 7 7
29 8 29 9 7
7 6 8 7 2
18 2 18 3 10
23 12 23 13 10
16 7 16 9 8
22 13 24 13 3
25 5 25 7 10
14 11 17 13 5
23 2 24 3 4
6 6 7 6 7
22 7 23 8 9
6 5 6 5 3
32 9 32 12 1
29 6 31 6 10
16 9 16 9 8
27 11 30 13 1
20 2 20 5 8
21 11 23 11 10
11 6 12 6 5
7 7 9 10 3
17 11 19 12 8
12 13 12 13 8
27 8 30 9 4
15 7 16 7 7
25 3 25 4 3
4 10 5 13 9
8 9 11 11 9
2 12 4 13 7
14 8 15 9 3
6 3 6 4 3
19 6 22 6 1
29 12 31 12 5
16 1 18 4 4
1 4 3 4 9
10 11 10 13 6
25 9 27 9 9
3 4 6 7 3
27 2 28 5 4
26 4 27 4 6
6 4 8 6 10
11 4 11 7 8
25 5 25 5 7
24 9 26 9 5
22 1 23 2 6
2 6 2 6 9
29 2 30 5 9
3 8 3 10 9
14 8 17 10 6
3 4 3 4 1
10 8 12 8 7
8 3 11 3 7
1 5 2 5 3
21 4 23 7 2
22 5 24 5 3
30 6 30 8 2
14 9 16 11 4
1 8 3 8 8
4 6 7 8 10
13 5 14 7 8
2 8 5 8 6
4 12 7 13 4
14 12 17 13 7
21 4 21 4 6
19 5 21 8 4
10 2 13 5 7
13 6 14 6 8
6 1 6 4 3
7 3 9 3 7
19 11 20 13 3
24 3 25 3 7
30 11 32 12 6
4 11 7 11 10
26 11 26 13 10
25 11 28 13 1
20 8 21 9 8
21 9 24 9 9
6 3 9 4 5
12 8 15 8 4
26 8 27 10 5
15 4 18 4 10
20 4 20 4 7
6 3 6 4 10
2 6 5 6 5
10 7 13 10 1
20 2 23 4 3
24 8 25 8 10
27 5 30 5 2
2 5 5 5 6
6 5 8 6 8
2 9 4 11 1
1 5 1 8 1
18 5 20 7 6
13 9 16 10 8
8 4 8 4 7
19 9 21 10 8
15 1 16 2 9
26 10 27 13 6
14 5 14 7 3
29 10 32 11 9
27 7 29 7 8
26 10 28 12 1
30 4 32 4 5
5 5 5 6 6
1 10 4 13 8
24 8 27 10 7
6 2 9 4 8
12 11 12 12 10
16 4 16 7 5
26 2 29 5 8
5 4 5 7 1
6 8 8 9 8
22 10 22 10 7
32 3 32 6 6
30 12 31 12 7
16 9 19 12 6
20 1 23 1 10
22 12 24 12 3
22 8 25 9 9
2 11 4 13 8
13 6 16 7 9
3 10 6 10 6
28 10 30 10 8
1 8 3 8 6
3 3 4 4 9
27 5 30 6 10
20 11 21 11 1
7 2 10 2 10
10 1 10 1 7
16 2 18 3 6
8 11 9 13 4
15 8 18 11 6
21 2 21 4 7
2 6 4 7 9
25 4 28 6 3
1 9 3 12 2
19 9 19 12 9
7 1 9 3 4
31 11 32 12 4
13 12 13 12 8
19 4 22 6 9
30 8 32 11 4
24 4 27 4 7
8 8 8 10 10
10 9 12 11 10
23 5 26 6 1
17 7 19 7 10
21 5 21 8 10
29 5 31 7 4
15 7 18 8 4
10 4 12 4 7
23 3 23 5 10
22 5 23 5 5
3 11 6 11 8
19 4 22 7 4
3 2 3 5 5
20 5 20 7 1
20 9 23 9 5
1 12 1 12 6
16 2 18 3 2
18 5 18 6 4
29 13 32 13 7
26 7 29 9 9
15 11 16 13 10
12 9 15 10 3
27 6 28 8 5
3 3 5 3 2
7 7 9 9 9
11 8 13 9 1
1 4 2 7 1
9 9 10 10 6
13 9 16 11 10
1 8 3 8 5
10 5 10 7 5
4 3 5 6 4
23 8 26 11 1
21 3 23 5 5
20 11 23 11 6
5 9 8 12 6
22 7 23 7 3
26 9 26 10 8
5 8 6 9 1
10 8 13 11 1
23 5 23 8 9
9 1 12 3 4
5 4 7 4 2
1 10 4 11 4
24 2 25 5 1
20 2 21 3 5
29 10 32 12 2
19 8 19 10 6
4 7 7 8 6
28 5 30 6 4
6 5 9 7 5
1 5 3 6 2
11 6 12 8 7
29 6 32 6 9
19 4 22 7 8
26 10 26 13 3
1 9 1 9 3
7 7 7 9 1
3 7 4 7 3
27 10 28 11 10
2 3 2 6 5
21 1 24 3 6
27 12 29 13 1
9 6 12 7 2
7 8 9 9 2
28 1 30 2 2
13 13 14 13 2
15 2 18 2 9
17 4 20 4 9
20 8 23 9 5
27 2 29 2 10
30 5 32 6 5
7 4 10 7 10
31 2 31 2 6
12 7 13 9 5
11 8 13 10 2
30 7 31 7 5
19 3 21 5 4
14 2 17 4 3
21 11 22 12 4
14 7 14 10 3
20 10 21 10 10
6 9 9 10 7
23 2 26 4 3
10 12 10 13 3
21 4 23 5 10
3 1 4 3 10
24 10 24 11 3
10 3 13 6 2
10 2 12 4 6
17 11 19 11 4
27 4 30 5 4
14 6 14 6 1
3 9 4 11 3
29 9 32 9 5
1 5 4 6 2
21 8 24 9 8
21 3 22 5 3
30 8 30 10 10
13 11 13 11 1
20 8 23 11 7
9 9 12 10 8
9 8 11 8 2
4 9 6 11 3
16 6 19 9 1
9 3 10 6 6
6 10 9 11 4
28 3 30 6 7
19 8 19 9 9
17 8 17 11 4
11 1 13 4 6
26 8 29 8 1
18 10 21 10 2
20 8 20 8 5
27 7 30 10 2
5 3 6 6 8
21 4 22 7 10
12 9 15 11 7
14 7 15 8 5
7 9 9 10 2
29 9 29 10 7
19 2 20 3 8
20 2 22 2 5
19 3 19 5 2
17 11 19 13 3
2 6 4 8 1
24 1 27 4 5
2 2 4 3 6
4 2 5 3 7
23 6 25 9 4
22 7 22 7 3
18 2 20 3 9
1 10 4 12 7
10 2 12 4 3
16 6 16 7 5
12 5 15 6 9
27 2 29 3 6
24 1 27 1 3
4 3 6 4 1
17 2 20 3 4
18 10 18 10 6
18 6 20 7 8
23 2 23 3 3
3 10 6 12 2
16 3 18 3 6
25 9 27 11 8
20 9 23 9 6
2 7 3 7 5
24 4 26 5 8
25 10 27 13 2
26 5 29 5 3
22 9 23 10 10
23 11 26 13 1
2 10 4 10 3
20 2 20 4 4
16 4 17 5 7
23 6 25 7 3
22 3 25 4 5
15 10 17 10 4
3 1 3 4 3
31 10 32 10 3
12 10 12 12 9
29 8 32 10 7
29 11 31 12 8
17 3 19 3 3
8 5 11 8 8
26 3 29 5 5
16 6 18 7 9
24 5 24 5 8
14 7 14 8 1
14 6 14 8 2
21 1 24 3 8
4 1 6 4 3
3 4 5 4 8
14 8 15 9 5
6 6 6 8 6
22 9 25 9 8
14 11 16 12 3
13 8 14 10 9
1 6 2 9 4
10 6 13 9 5
26 5 26 7 8
12 12 13 12 10
10 3 12 6 8
27 2 29 4 10
25 11 28 11 5
3 10 6 11 10
7 2 10 5 6
8 7 11 10 6
26 3 27 4 4
21 10 24 10 7
30 8 31 9 10
31 2 31 2 5
2 8 3 8 1
22 3 25 3 4
1 8 2 8 2
1 7 3 7 3
8 13 11 13 5
6 3 6 6 5
29 8 29 8 5
28 10 30 13 3
28 7 29 8 1
21 2 24 3 6
30 3 31 3 4
31 5 32 6 6
15 5 17 5 3
14 4 14 6 4
26 6 28 8 8
11 10 12 12 3
1 11 1 11 3
7 2 7 3 9
18 12 20 12 6
3 11 5 11 2
28 10 30 11 6
6 6 8 8 2
19 6 20 7 4
21 5 23 8 6
5 1 6 1 7
21 5 23 6 7
5 12 8 13 2
19 6 22 7 5
1 3 1 4 5
21 4 21 4 4
2 7 5 8 5
19 10 20 11 5
19 9 19 10 8
12 2 12 5 7
25 8 28 10 10
3 7 6 8 1
7 6 8 7 5
10 9 12 12 8
2 2 5 3 9
5 11 7 12 2
5 7 5 7 10
5 9 7 10 2
16 5 18 6 5
1 4 1 4 5
17 13 18 13 2
28 10 31 10 9
32 2 32 5 8
9 1 11 2 4
19 1 22 1 5
11 7 12 10 6
2 10 3 10 10
29 9 30 9 5
24 12 26 12 8
25 8 27 8 1
4 4 6 5 6
7 1 8 2 8
9 7 12 10 7
14 3 16 6 8
11 13 13 13 6
6 6 8 6 4
9 9 10 12 6
11 11 12 13 6
5 7 8 7 2
14 4 16 4 8
15 9 18 9 7
5 6 5 8 2
2 1 4 1 8
12 6 12 9 10
29 5 30 6 6
12 4 12 5 4
29 4 32 5 7
22 4 23 7 4
18 4 21 6 10
2 9 2 9 2
21 7 24 7 4
4 2 5 5 3
21 13 22 13 3
24 13 24 13 7
8 9 9 10 5
7 1 7 1 2
22 5 25 5 1
3 10 3 11 7
28 7 29 10 8
19 1 20 2 2
23 3 24 5 3
13 1 14 4 5
10 5 11 6 9
20 3 20 4 9
17 11 20 13 10
16 2 19 4 4
15 6 15 8 7
14 12 17 13 9
4 5 5 5 10
19 11 19 12 3
30 9 31 9 2
19 1 20 2 6
28 8 31 10 10
19 12 20 12 4
18 8 20 10 6
15 3 17 4 2
24 9 25 11 3
1 4 3 4 8
22 9 22 10 8
6 6 7 9 8
17 4 19 6 4
20 8 23 8 6
25 4 27 6 4
7 1 10 2 8
31 4 31 4 6
29 7 30 8 2
5 3 8 5 2
24 11 27 13 4
4 7 7 10 2
15 10 17 12 10
7 12 7 13 8
5 1 7 3 8
14 1 14 4 6
7 1 10 1 1
29 5 32 6 4
11 2 11 5 2
15 9 17 11 8
30 9 32 12 1
6 7 8 7 10
3 6 5 7 2
29 4 30 5 8
7 7 9 10 4
1 6 4 9 10
10 5 12 7 10
20 4 22 7 3
25 11 27 11 5
19 4 19 5 3
22 4 23 7 2
12 6 14 8 9
13 1 15 1 6
22 9 24 10 9
7 2 7 3 10
16 4 18 6 5
4 9 6 9 3
16 5 17 5 1
3 7 6 9 8
18 10 18 13 7
23 6 23 8 3
10 9 13 9 1
23 3 23 3 5
1 2 3 2 8
7 10 10 11 6
11 9 11 12 3
1 3 3 6 8
26 10 26 12 2
15 3 15 6 2
31 11 32 12 1
25 7 26 10 8
10 10 13 13 7
7 4 10 4 2
9 5 10 5 7
11 3 14 5 8
7 7 8 8 6
22 4 25 6 1
16 8 19 11 6
13 7 15 8 7
28 4 30 6 4
27 13 30 13 3
11 11 13 12 6
2 6 2 8 8
22 3 22 6 6
22 1 24 4 4
25 7 27 9 9
21 12 24 12 6
17 7 20 9 4
19 10 21 11 10
25 5 26 5 7
7 7 9 7 10
14 3 14 5 2
3 11 3 12 3
15 1 15 1 5
29 6 32 7 2
2 8 3 11 4
29 8 29 10 9
25 7 25 7 7
1 7 2 10 8
11 8 11 8 10
21 9 23 10 9
25 4 26 5 8
2 6 4 6 1
3 1 5 4 8
3 8 5 11 7
8 11 9 12 1
9 9 10 9 9
3 10 6 11 9
1 4 4 6 2
24 5 27 5 6
19 5 19 7 6
19 7 20 10 7
2 9 5 12 4
13 5 13 6 3
29 2 31 5 10
26 4 26 6 5
27 10 28 12 3
6 9 9 12 4
28 4 28 6 6
6 5 6 5 9
11 4 12 5 5
26 1 28 1 2
14 3 15 5 10
28 6 28 8 9
20 7 23 10 4
7 12 7 13 5
8 4 9 4 5
31 12 32 12 3
13 12 16 13 5
17 5 20 5 3
17 10 17 11 10
9 3 9 5 7
9 6 11 9 6
21 3 24 4 5
22 4 24 4 5
14 10 16 13 2
2 3 2 5 1
30 3 30 3 3
2 10 3 13 1
17 7 19 9 7
13 5 15 8 8
14 4 15 6 3
3 3 4 5 6
22 13 22 13 7
29 5 32 5 4
24 10 24 10 2
20 6 22 9 7
21 9 23 10 4
23 2 26 5 6
15 10 15 13 4
19 7 22 7 9
16 8 17 8 3
2 4 5 7 3
3 11 6 12 10
25 2 28 2 5
13 2 15 4 8
1 2 3 5 3
4 3 7 3 1
17 6 20 7 7
14 9 17 10 9
4 4 5 7 9
17 10 17 12 9
16 10 17 10 3
2 2 4 5 6
5 3 7 6 5
3 10 4 10 7
3 8 5 8 1
21 4 21 7 5
16 6 18 8 10
2 13 2 13 8
20 3 21 5 3
31 7 32 7 7
28 3 30 5 3
13 4 14 7 8
16 7 18 10 5
10 6 12 9 1
30 2 31 5 9
15 2 18 5 1
19 2 20 2 4
18 4 19 5 10
8 4 10 6 1
25 10 27 13 10
11 5 11 5 8
15 10 17 13 3
9 9 10 11 4
3 9 6 9 10
29 5 30 8 3
2 5 5 7 3
13 13 14 13 3
17 3 19 5 2
11 5 14 8 5
16 4 18 5 4
6 7 8 9 3
21 11 24 12 1
19 5 22 5 5
1 3 1 5 6
23 5 26 6 4
24 2 24 4 2
9 2 12 3 4
12 13 12 13 1
18 1 20 4 7
28 1 30 3 8
1 4 3 7 6
11 11 14 12 4
10 4 11 4 4
7 5 8 6 3
15 8 18 8 10
13 6 16 8 1
8 2 11 2 5
22 13 23 13 5
3 10 6 10 8
18 6 21 7 3
16 9 19 9 8
6 4 6 6 8
4 6 6 6 9
7 10 8 13 3
18 3 19 6 8
25 6 27 7 1
30 1 32 3 1
22 5 22 6 4
25 3 27 6 10
16 8 18 11 3
2 7 5 9 5
29 7 32 9 7
22 1 23 1 2
23 9 25 11 8
19 10 21 10 9
21 1 21 3 6
20 4 22 4 7
5 3 5 4 6
15 7 17 10 7
32 1 32 3 5
21 8 24 9 6
3 9 5 12 5
16 11 16 12 2
4 3 6 3 4
24 2 24 5 5
16 6 17 9 2
22 12 24 12 5
18 5 21 8 5
29 2 30 3 8
12 9 15 12 10
5 11 5 12 6
23 6 25 9 10
19 9 21 9 7
19 2 22 3 7
18 1 18 4 4
24 10 27 13 9
2 7 4 8 4
29 5 29 8 9
3 10 5 12 7
28 10 29 11 8
10 10 12 12 9
5 10 5 11 1
27 1 28 4 3
28 1 28 2 4
23 6 25 8 10
3 7 5 9 6
18 2 20 4 10
17 4 18 5 2
25 6 27 8 8
23 4 24 5 2
15 3 17 6 4
8 6 11 8 1
22 9 23 9 9
7 4 8 6 4
28 9 28 11 7
2 11 4 12 1
9 13 10 13 6
4 3 4 5 8
28 5 28 6 7
18 10 20 12 4
25 10 25 13 5
3 8 3 10 7
26 1 26 2 6
13 10 15 11 2
16 4 17 5 3
21 2 24 5 5
9 3 12 5 4
4 10 4 12 6
16 2 17 3 9
11 12 14 13 2
21 2 23 3 7
25 1 26 4 2
4 7 7 10 9
24 3 26 3 3
23 4 25 4 1
25 12 26 13 5
22 7 25 9 2
28 1 28 4 7
11 12 12 12 9
29 9 32 12 10
13 3 13 6 4
23 7 24 7 3
28 10 30 11 5
27 5 28 8 6
19 3 21 4 8
26 2 26 4 7
18 10 20 11 2
22 5 22 8 1
22 7 24 9 4
15 3 18 5 6
3 6 3 9 3
16 3 18 5 2
3 5 5 7 6
17 11 19 12 5
1 5 1 8 3
9 5 9 6 2
6 3 9 6 8
12 10 12 10 3
25 1 25 2 1
22 8 24 9 4
30 4 32 7 3
14 9 17 11 7
6 12 7 12 9
29 2 31 2 6
20 7 22 10 7
17 10 19 10 3
14 5 15 6 7
10 6 12 6 7
19 8 19 11 5
28 11 30 13 3
26 13 29 13 2
27 7 27 8 4
22 8 23 8 10
27 11 27 12 5
31 1 32 1 3
15 3 16 3 6
10 7 12 7 1
11 9 13 9 9
11 8 12 11 3
26 1 27 2 1
12 2 15 2 3
31 1 32 3 3
10 6 11 9 4
4 10 5 10 1
17 4 20 5 8
27 4 29 7 9
30 3 32 6 9
11 5 11 7 3
4 4 7 4 3
2 2 4 3 9
16 4 16 5 6
7 2 9 3 2
